,dens,velx,vely,pres,eTime,order
120,0.03299307457213954,0.19326629865806402,0.19121393347402027,0.047327361430655523,1.3870714928489178,
200,0.00263159557347415,0.018136273208688828,0.018120494178105278,0.003818650974052464,5.037050585611723,4.950235885168996
400,0.00010045794371755112,0.0007456813766833815,0.0007463791096252979,0.0001407616455519581,33.75266040558927,4.711274236248363
800,3.446140078015269e-06,2.4678780751419553e-05,2.4703984484047534e-05,4.54946890722674e-06,253.57434896880295,4.865466494412869
1600,2.057157372598387e-07,3.21482722199389e-06,3.193398189854287e-06,2.7694988370280574e-07,2059.274567880784,4.066257275725826
3200,4.789323039754721e-08,1.4272877725556144e-06,1.4099247939314494e-06,6.705841530210613e-08,15328.361187921604,2.1027585105732642
